Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Test 1 (2020-01-19 14.56.58)-229,19 Jan 2020,14:56:58,145,47.560956°,-122.253114° ,±104ft,15.402699,WGS 84,Bearing: 145° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.01)-71,19 Jan 2020,14:57:1,96,47.560953°,-122.253164° ,±104ft,15.444261,WGS 84,Bearing: 96° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.04)-54,19 Jan 2020,14:57:4,111,47.560952°,-122.253158° ,±104ft,15.445270,WGS 84,Bearing: 111° E,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.07)-112,19 Jan 2020,14:57:7,39,47.560953°,-122.253139° ,±104ft,15.441267,WGS 84,Bearing: 39° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.10)-203,19 Jan 2020,14:57:10,215,47.560952°,-122.253137° ,±104ft,15.443413,WGS 84,Bearing: 215° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.15)-248,19 Jan 2020,14:57:15,345,47.560927°,-122.253089° ,±104ft,15.601728,WGS 84,Bearing: 345° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.57.20)-244,19 Jan 2020,14:57:20,10,47.560903°,-122.253041° ,±104ft,15.751081,WGS 84,Bearing: 10° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.58.21)-184,19 Jan 2020,14:58:21,282,47.560706°,-122.252853° ,±104ft,17.704529,WGS 84,Bearing: 282° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.58.45)-211,19 Jan 2020,14:58:45,316,47.560673°,-122.252788° ,±104ft,18.052174,WGS 84,Bearing: 316° NW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.58.54)-164,19 Jan 2020,14:58:54,158,47.560640°,-122.252768° ,±104ft,18.346987,WGS 84,Bearing: 158° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 14.59.09)-25,19 Jan 2020,14:59:9,47,47.560629°,-122.252705° ,±104ft,18.866686,WGS 84,Bearing: 47° NE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.00.02)-225,19 Jan 2020,15:00:2,270,47.560709°,-122.252420° ,±52ft,19.719984,WGS 84,Bearing: 270° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.00.06)-153,19 Jan 2020,15:00:6,5,47.560725°,-122.252418° ,±52ft,19.716209,WGS 84,Bearing: 5° N,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.00.32)-45,19 Jan 2020,15:00:32,268,47.560796°,-122.252329° ,±52ft,19.851494,WGS 84,Bearing: 268° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.01.33)-60,19 Jan 2020,15:01:33,119,47.560969°,-122.252650° ,±26ft,16.782415,WGS 84,Bearing: 119° SE,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.01.42)-8,19 Jan 2020,15:01:42,269,47.561000°,-122.252659° ,±26ft,16.517431,WGS 84,Bearing: 269° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.05.30)-197,19 Jan 2020,15:05:30,245,47.560969°,-122.252822° ,±10659ft,15.718806,WGS 84,Bearing: 245° SW,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.05.37)-208,19 Jan 2020,15:05:37,273,47.561027°,-122.252343° ,±78ft,18.441536,WGS 84,Bearing: 273° W,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.05.40)-28,19 Jan 2020,15:05:40,166,47.561038°,-122.252330° ,±157ft,18.943638,WGS 84,Bearing: 166° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.05.58)-135,19 Jan 2020,15:05:58,202,47.561310°,-122.252151° ,±656ft,18.177488,WGS 84,Bearing: 202° S,Test 1,At hone,Your Watermark - See Settings
Test 1 (2020-01-19 15.06.02)-221,19 Jan 2020,15:06:2,233,47.561279°,-122.252140° ,±656ft,18.357586,WGS 84,Bearing: 233° SW,Test 1,At hone,Your Watermark - See Settings
