Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Solocator (2019-12-29 11.47.02)-54,29 Dec 2019,11:47:2,49,47°33'41"N,122°15'7"W ,±52ft,12.396381,WGS 84,Bearing: 49° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.47.09)-2,29 Dec 2019,11:47:9,98,47°33'41"N,122°15'7"W ,±52ft,12.358255,WGS 84,Bearing: 98° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.47.18)-144,29 Dec 2019,11:47:18,61,47°33'41"N,122°15'7"W ,±52ft,12.280075,WGS 84,Bearing: 61° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.47.36)-118,29 Dec 2019,11:47:36,5,47°33'41"N,122°15'7"W ,±52ft,12.326750,WGS 84,Bearing: 5° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.47.45)-80,29 Dec 2019,11:47:45,13,47°33'41"N,122°15'7"W ,±52ft,12.816271,WGS 84,Bearing: 13° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.02)-129,29 Dec 2019,11:48:2,310,47°33'41"N,122°15'6"W ,±52ft,13.426785,WGS 84,Bearing: 310° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.19)-148,29 Dec 2019,11:48:19,73,47°33'41"N,122°15'7"W ,±104ft,12.930048,WGS 84,Bearing: 73° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.23)-1,29 Dec 2019,11:48:23,81,47°33'41"N,122°15'7"W ,±104ft,12.899941,WGS 84,Bearing: 81° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.30)-147,29 Dec 2019,11:48:30,238,47°33'41"N,122°15'7"W ,±104ft,12.800843,WGS 84,Bearing: 238° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.33)-132,29 Dec 2019,11:48:33,317,47°33'41"N,122°15'7"W ,±104ft,12.663076,WGS 84,Bearing: 317° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.44)-8,29 Dec 2019,11:48:44,33,47°33'41"N,122°15'7"W ,±104ft,12.334236,WGS 84,Bearing: 33° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.48.55)-87,29 Dec 2019,11:48:55,214,47°33'41"N,122°15'7"W ,±104ft,12.512188,WGS 84,Bearing: 214° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.49.39)-32,29 Dec 2019,11:49:39,347,47°33'41"N,122°15'7"W ,±104ft,11.719643,WGS 84,Bearing: 347° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.49.44)-115,29 Dec 2019,11:49:44,326,47°33'41"N,122°15'7"W ,±104ft,12.321239,WGS 84,Bearing: 326° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.49.50)-27,29 Dec 2019,11:49:50,332,47°33'41"N,122°15'7"W ,±104ft,12.443805,WGS 84,Bearing: 332° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.50.01)-90,29 Dec 2019,11:50:1,343,47°33'41"N,122°15'6"W ,±104ft,12.498380,WGS 84,Bearing: 343° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.50.33)-70,29 Dec 2019,11:50:33,120,47°33'41"N,122°15'6"W ,±104ft,14.141508,WGS 84,Bearing: 120° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.50.43)-119,29 Dec 2019,11:50:43,55,47°33'41"N,122°15'6"W ,±104ft,14.303847,WGS 84,Bearing: 55° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.11)-11,29 Dec 2019,11:52:11,82,47°33'41"N,122°15'6"W ,±52ft,12.949589,WGS 84,Bearing: 82° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.19)-55,29 Dec 2019,11:52:19,131,47°33'41"N,122°15'5"W ,±104ft,12.827834,WGS 84,Bearing: 131° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.26)-19,29 Dec 2019,11:52:26,148,47°33'41"N,122°15'5"W ,±104ft,12.740532,WGS 84,Bearing: 148° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.31)-120,29 Dec 2019,11:52:31,178,47°33'41"N,122°15'5"W ,±104ft,13.014271,WGS 84,Bearing: 178° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.37)-22,29 Dec 2019,11:52:37,74,47°33'41"N,122°15'5"W ,±104ft,13.069186,WGS 84,Bearing: 74° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.40)-9,29 Dec 2019,11:52:40,86,47°33'41"N,122°15'5"W ,±104ft,13.142116,WGS 84,Bearing: 86° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.46)-48,29 Dec 2019,11:52:46,15,47°33'41"N,122°15'5"W ,±104ft,13.379794,WGS 84,Bearing: 15° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.50)-111,29 Dec 2019,11:52:50,359,47°33'41"N,122°15'5"W ,±52ft,13.433865,WGS 84,Bearing: 359° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.53)-20,29 Dec 2019,11:52:53,23,47°33'41"N,122°15'5"W ,±52ft,13.494233,WGS 84,Bearing: 23° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.52.57)-135,29 Dec 2019,11:52:57,21,47°33'41"N,122°15'5"W ,±104ft,13.608041,WGS 84,Bearing: 21° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.02)-78,29 Dec 2019,11:53:2,72,47°33'41"N,122°15'5"W ,±52ft,13.652053,WGS 84,Bearing: 72° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.07)-122,29 Dec 2019,11:53:7,78,47°33'41"N,122°15'5"W ,±104ft,13.734093,WGS 84,Bearing: 78° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.12)-97,29 Dec 2019,11:53:12,139,47°33'41"N,122°15'5"W ,±52ft,14.266342,WGS 84,Bearing: 139° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.16)-6,29 Dec 2019,11:53:16,167,47°33'41"N,122°15'5"W ,±104ft,14.083143,WGS 84,Bearing: 167° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.20)-13,29 Dec 2019,11:53:20,141,47°33'41"N,122°15'5"W ,±104ft,14.057577,WGS 84,Bearing: 141° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.32)-65,29 Dec 2019,11:53:32,52,47°33'41"N,122°15'5"W ,±52ft,14.367412,WGS 84,Bearing: 52° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.36)-10,29 Dec 2019,11:53:36,108,47°33'41"N,122°15'5"W ,±104ft,14.334155,WGS 84,Bearing: 108° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.39)-59,29 Dec 2019,11:53:39,105,47°33'41"N,122°15'5"W ,±104ft,14.073223,WGS 84,Bearing: 105° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.43)-84,29 Dec 2019,11:53:43,30,47°33'41"N,122°15'5"W ,±104ft,14.070180,WGS 84,Bearing: 30° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.50)-34,29 Dec 2019,11:53:50,69,47°33'41"N,122°15'5"W ,±104ft,13.961761,WGS 84,Bearing: 69° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.53.56)-139,29 Dec 2019,11:53:56,64,47°33'41"N,122°15'5"W ,±104ft,14.283617,WGS 84,Bearing: 64° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.00)-151,29 Dec 2019,11:54:0,34,47°33'41"N,122°15'5"W ,±104ft,14.457751,WGS 84,Bearing: 34° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.05)-7,29 Dec 2019,11:54:5,39,47°33'41"N,122°15'5"W ,±104ft,14.873479,WGS 84,Bearing: 39° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.12)-117,29 Dec 2019,11:54:12,114,47°33'41"N,122°15'5"W ,±104ft,15.177257,WGS 84,Bearing: 114° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.21)-72,29 Dec 2019,11:54:21,133,47°33'41"N,122°15'5"W ,±104ft,14.877013,WGS 84,Bearing: 133° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.31)-95,29 Dec 2019,11:54:31,152,47°33'41"N,122°15'5"W ,±104ft,14.744107,WGS 84,Bearing: 152° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.48)-138,29 Dec 2019,11:54:48,78,47°33'41"N,122°15'5"W ,±104ft,14.697289,WGS 84,Bearing: 78° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.54.59)-41,29 Dec 2019,11:54:59,295,47°33'41"N,122°15'5"W ,±104ft,14.703377,WGS 84,Bearing: 295° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.03)-81,29 Dec 2019,11:55:3,333,47°33'41"N,122°15'5"W ,±104ft,14.835343,WGS 84,Bearing: 333° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.09)-108,29 Dec 2019,11:55:9,27,47°33'41"N,122°15'5"W ,±104ft,15.242939,WGS 84,Bearing: 27° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.14)-47,29 Dec 2019,11:55:14,127,47°33'41"N,122°15'5"W ,±104ft,15.354741,WGS 84,Bearing: 127° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.19)-133,29 Dec 2019,11:55:19,121,47°33'40"N,122°15'5"W ,±104ft,15.812771,WGS 84,Bearing: 121° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.23)-85,29 Dec 2019,11:55:23,84,47°33'40"N,122°15'5"W ,±104ft,16.035906,WGS 84,Bearing: 84° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.28)-42,29 Dec 2019,11:55:28,111,47°33'40"N,122°15'5"W ,±104ft,15.949718,WGS 84,Bearing: 111° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.34)-14,29 Dec 2019,11:55:34,103,47°33'40"N,122°15'5"W ,±104ft,15.953716,WGS 84,Bearing: 103° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.38)-49,29 Dec 2019,11:55:38,29,47°33'40"N,122°15'5"W ,±104ft,16.027277,WGS 84,Bearing: 29° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.44)-23,29 Dec 2019,11:55:44,186,47°33'40"N,122°15'5"W ,±104ft,16.082968,WGS 84,Bearing: 186° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.47)-112,29 Dec 2019,11:55:47,151,47°33'40"N,122°15'5"W ,±104ft,16.070332,WGS 84,Bearing: 151° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.51)-26,29 Dec 2019,11:55:51,108,47°33'40"N,122°15'5"W ,±104ft,16.185392,WGS 84,Bearing: 108° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.55.55)-58,29 Dec 2019,11:55:55,116,47°33'40"N,122°15'5"W ,±104ft,16.152212,WGS 84,Bearing: 116° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.56.10)-140,29 Dec 2019,11:56:10,109,47°33'40"N,122°15'5"W ,±104ft,16.028440,WGS 84,Bearing: 109° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.56.15)-141,29 Dec 2019,11:56:15,111,47°33'40"N,122°15'5"W ,±104ft,15.865056,WGS 84,Bearing: 111° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.56.30)-100,29 Dec 2019,11:56:30,20,47°33'40"N,122°15'5"W ,±104ft,16.150869,WGS 84,Bearing: 20° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.56.34)-17,29 Dec 2019,11:56:34,343,47°33'40"N,122°15'5"W ,±104ft,16.141193,WGS 84,Bearing: 343° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.56.48)-50,29 Dec 2019,11:56:48,347,47°33'40"N,122°15'5"W ,±104ft,16.265404,WGS 84,Bearing: 347° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.06)-71,29 Dec 2019,11:57:6,335,47°33'41"N,122°15'5"W ,±104ft,15.834332,WGS 84,Bearing: 335° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.10)-103,29 Dec 2019,11:57:10,337,47°33'40"N,122°15'5"W ,±104ft,16.179161,WGS 84,Bearing: 337° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.15)-30,29 Dec 2019,11:57:15,145,47°33'40"N,122°15'5"W ,±104ft,16.177141,WGS 84,Bearing: 145° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.21)-149,29 Dec 2019,11:57:21,81,47°33'40"N,122°15'5"W ,±104ft,16.320370,WGS 84,Bearing: 81° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.25)-110,29 Dec 2019,11:57:25,95,47°33'40"N,122°15'4"W ,±104ft,16.562353,WGS 84,Bearing: 95° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.30)-39,29 Dec 2019,11:57:30,349,47°33'40"N,122°15'4"W ,±104ft,16.717779,WGS 84,Bearing: 349° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.33)-66,29 Dec 2019,11:57:33,7,47°33'40"N,122°15'4"W ,±104ft,16.720196,WGS 84,Bearing: 7° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.37)-142,29 Dec 2019,11:57:37,51,47°33'40"N,122°15'4"W ,±104ft,16.735704,WGS 84,Bearing: 51° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.50)-18,29 Dec 2019,11:57:50,289,47°33'40"N,122°15'4"W ,±104ft,16.971292,WGS 84,Bearing: 289° W,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.54)-67,29 Dec 2019,11:57:54,298,47°33'40"N,122°15'4"W ,±104ft,16.838551,WGS 84,Bearing: 298° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.57.58)-109,29 Dec 2019,11:57:58,27,47°33'40"N,122°15'4"W ,±104ft,16.513802,WGS 84,Bearing: 27° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.07)-113,29 Dec 2019,11:58:7,8,47°33'40"N,122°15'4"W ,±104ft,16.580633,WGS 84,Bearing: 8° N,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.14)-12,29 Dec 2019,11:58:14,103,47°33'40"N,122°15'4"W ,±104ft,16.330790,WGS 84,Bearing: 103° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.18)-43,29 Dec 2019,11:58:18,208,47°33'40"N,122°15'4"W ,±104ft,16.216629,WGS 84,Bearing: 208° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.22)-124,29 Dec 2019,11:58:22,137,47°33'40"N,122°15'4"W ,±104ft,16.135502,WGS 84,Bearing: 137° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.27)-73,29 Dec 2019,11:58:27,62,47°33'41"N,122°15'4"W ,±104ft,16.015194,WGS 84,Bearing: 62° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.32)-146,29 Dec 2019,11:58:32,75,47°33'41"N,122°15'4"W ,±104ft,15.884121,WGS 84,Bearing: 75° E,,,Your Watermark - See Settings
Solocator (2019-12-29 11.58.36)-102,29 Dec 2019,11:58:36,116,47°33'41"N,122°15'4"W ,±104ft,15.637289,WGS 84,Bearing: 116° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.12)-75,29 Dec 2019,11:59:12,176,47°33'40"N,122°15'4"W ,±104ft,17.699635,WGS 84,Bearing: 176° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.17)-3,29 Dec 2019,11:59:17,123,47°33'40"N,122°15'4"W ,±104ft,18.542191,WGS 84,Bearing: 123° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.21)-114,29 Dec 2019,11:59:21,146,47°33'39"N,122°15'4"W ,±104ft,19.143890,WGS 84,Bearing: 146° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.27)-105,29 Dec 2019,11:59:27,177,47°33'39"N,122°15'4"W ,±104ft,19.545040,WGS 84,Bearing: 177° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.33)-121,29 Dec 2019,11:59:33,172,47°33'39"N,122°15'4"W ,±104ft,19.661200,WGS 84,Bearing: 172° S,,,Your Watermark - See Settings
Solocator (2019-12-29 11.59.53)-35,29 Dec 2019,11:59:53,212,47°33'39"N,122°15'4"W ,±104ft,19.768822,WGS 84,Bearing: 212° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.00.02)-134,29 Dec 2019,12:00:2,161,47°33'39"N,122°15'4"W ,±104ft,19.352728,WGS 84,Bearing: 161° S,,,Your Watermark - See Settings
Solocator (2019-12-29 12.00.08)-45,29 Dec 2019,12:00:8,258,47°33'40"N,122°15'4"W ,±104ft,18.541018,WGS 84,Bearing: 258° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.01.59)-29,29 Dec 2019,12:01:59,34,47°33'39"N,122°15'4"W ,±104ft,18.643251,WGS 84,Bearing: 34° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.03.45)-143,29 Dec 2019,12:03:45,34,47°33'39"N,122°15'2"W ,±26ft,15.461340,WGS 84,Bearing: 34° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.03.52)-5,29 Dec 2019,12:03:52,133,47°33'39"N,122°15'2"W ,±26ft,15.172526,WGS 84,Bearing: 133° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.03.55)-44,29 Dec 2019,12:03:55,129,47°33'39"N,122°15'2"W ,±26ft,16.423662,WGS 84,Bearing: 129° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.03.58)-104,29 Dec 2019,12:03:58,75,47°33'39"N,122°15'2"W ,±26ft,17.283903,WGS 84,Bearing: 75° E,,,Your Watermark - See Settings
Solocator (2019-12-29 12.04.10)-76,29 Dec 2019,12:04:10,299,47°33'39"N,122°15'2"W ,±26ft,13.331264,WGS 84,Bearing: 299° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.04.30)-15,29 Dec 2019,12:04:30,300,47°33'39"N,122°15'2"W ,±26ft,15.983213,WGS 84,Bearing: 300° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.09.28)-69,29 Dec 2019,12:09:28,288,47°34'3"N,122°14'59"W ,±10820ft,12.074720,WGS 84,Bearing: 288° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.09.40)-93,29 Dec 2019,12:09:40,33,47°33'35"N,122°15'0"W ,±157ft,20.413246,WGS 84,Bearing: 33° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.10.41)-21,29 Dec 2019,12:10:41,67,47°33'35"N,122°15'1"W ,±52ft,23.173683,WGS 84,Bearing: 67° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.10.54)-60,29 Dec 2019,12:10:54,342,47°33'35"N,122°15'0"W ,±52ft,22.497808,WGS 84,Bearing: 342° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.11.03)-24,29 Dec 2019,12:11:3,37,47°33'35"N,122°15'0"W ,±52ft,22.144762,WGS 84,Bearing: 37° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.11.10)-131,29 Dec 2019,12:11:10,243,47°33'35"N,122°15'0"W ,±52ft,22.408716,WGS 84,Bearing: 243° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.11.34)-68,29 Dec 2019,12:11:34,349,47°33'36"N,122°15'0"W ,±52ft,20.548553,WGS 84,Bearing: 349° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.11.46)-82,29 Dec 2019,12:11:46,287,47°33'36"N,122°15'0"W ,±52ft,21.389067,WGS 84,Bearing: 287° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.13.00)-74,29 Dec 2019,12:13:0,185,47°33'35"N,122°15'1"W ,±104ft,23.998882,WGS 84,Bearing: 185° S,,,Your Watermark - See Settings
Solocator (2019-12-29 12.15.25)-86,29 Dec 2019,12:15:25,219,47°33'34"N,122°14'59"W ,±26ft,22.810314,WGS 84,Bearing: 219° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.15.43)-96,29 Dec 2019,12:15:43,147,47°33'34"N,122°15'0"W ,±26ft,23.692432,WGS 84,Bearing: 147° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.15.53)-107,29 Dec 2019,12:15:53,337,47°33'34"N,122°15'0"W ,±52ft,23.567974,WGS 84,Bearing: 337° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.04)-136,29 Dec 2019,12:16:4,320,47°33'34"N,122°15'0"W ,±52ft,23.533878,WGS 84,Bearing: 320° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.20)-33,29 Dec 2019,12:16:20,120,47°33'34"N,122°14'59"W ,±52ft,23.540506,WGS 84,Bearing: 120° SE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.39)-145,29 Dec 2019,12:16:39,105,47°33'34"N,122°14'59"W ,±52ft,23.477299,WGS 84,Bearing: 105° E,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.46)-16,29 Dec 2019,12:16:46,341,47°33'34"N,122°14'59"W ,±52ft,22.618143,WGS 84,Bearing: 341° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.50)-51,29 Dec 2019,12:16:50,40,47°33'34"N,122°14'59"W ,±52ft,21.877855,WGS 84,Bearing: 40° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.16.58)-94,29 Dec 2019,12:16:58,31,47°33'34"N,122°14'59"W ,±52ft,22.565788,WGS 84,Bearing: 31° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.18)-28,29 Dec 2019,12:18:18,71,47°33'34"N,122°14'59"W ,±3034ft,23.991539,WGS 84,Bearing: 71° E,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.31)-88,29 Dec 2019,12:18:31,319,47°33'33"N,122°14'58"W ,±157ft,21.344034,WGS 84,Bearing: 319° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.40)-37,29 Dec 2019,12:18:40,314,47°33'33"N,122°14'59"W ,±52ft,24.057699,WGS 84,Bearing: 314° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.48)-40,29 Dec 2019,12:18:48,302,47°33'33"N,122°14'58"W ,±39ft,23.994253,WGS 84,Bearing: 302° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.52)-89,29 Dec 2019,12:18:52,21,47°33'33"N,122°14'58"W ,±52ft,23.241161,WGS 84,Bearing: 21° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.18.59)-91,29 Dec 2019,12:18:59,90,47°33'33"N,122°14'58"W ,±52ft,22.705908,WGS 84,Bearing: 90° E,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.05)-101,29 Dec 2019,12:19:5,26,47°33'33"N,122°14'58"W ,±104ft,22.056828,WGS 84,Bearing: 26° NE,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.15)-152,29 Dec 2019,12:19:15,332,47°33'33"N,122°14'58"W ,±104ft,21.080904,WGS 84,Bearing: 332° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.19)-38,29 Dec 2019,12:19:19,331,47°33'33"N,122°14'58"W ,±104ft,21.462345,WGS 84,Bearing: 331° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.23)-61,29 Dec 2019,12:19:23,317,47°33'33"N,122°14'58"W ,±104ft,21.740808,WGS 84,Bearing: 317° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.26)-123,29 Dec 2019,12:19:26,329,47°33'33"N,122°14'58"W ,±104ft,21.597918,WGS 84,Bearing: 329° NW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.32)-127,29 Dec 2019,12:19:32,3,47°33'33"N,122°14'58"W ,±104ft,21.592741,WGS 84,Bearing: 3° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.41)-62,29 Dec 2019,12:19:41,209,47°33'33"N,122°14'58"W ,±104ft,20.969194,WGS 84,Bearing: 209° SW,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.45)-56,29 Dec 2019,12:19:45,249,47°33'33"N,122°14'58"W ,±104ft,21.137268,WGS 84,Bearing: 249° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.19.53)-63,29 Dec 2019,12:19:53,9,47°33'33"N,122°14'58"W ,±104ft,21.225834,WGS 84,Bearing: 9° N,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.02)-36,29 Dec 2019,12:20:2,293,47°33'33"N,122°14'58"W ,±104ft,21.209949,WGS 84,Bearing: 293° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.06)-25,29 Dec 2019,12:20:6,251,47°33'33"N,122°14'58"W ,±104ft,21.398216,WGS 84,Bearing: 251° W,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.10)-98,29 Dec 2019,12:20:10,175,47°33'33"N,122°14'58"W ,±104ft,21.575136,WGS 84,Bearing: 175° S,,,Your Watermark - See Settings
Solocator (2019-12-29 12.20.15)-77,29 Dec 2019,12:20:15,282,47°33'33"N,122°14'59"W ,±104ft,22.029701,WGS 84,Bearing: 282° W,,,Your Watermark - See Settings
