Photo file Name,Date,Time,Direction,Latitude,Longitude,Position Accuracy,Altitude,Datum,Capture Mode Detail,Project Name,Photo Description,Watermark
Solocator (2020-01-05 11.21.12)-156,05 Jan 2020,11:21:12,163,47.555573,-122.250647 ,±52ft,37.905220,WGS 84,Bearing: 163 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.15)-146,05 Jan 2020,11:21:15,163,47.555581,-122.250688 ,±52ft,37.763874,WGS 84,Bearing: 163 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.20)-79,05 Jan 2020,11:21:20,333,47.555585,-122.250704 ,±52ft,37.691975,WGS 84,Bearing: 333 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.24)-82,05 Jan 2020,11:21:24,263,47.555581,-122.250679 ,±52ft,37.726166,WGS 84,Bearing: 263 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.28)-200,05 Jan 2020,11:21:28,174,47.555571,-122.250707 ,±52ft,37.746761,WGS 84,Bearing: 174 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.35)-2,05 Jan 2020,11:21:35,116,47.555574,-122.250723 ,±52ft,37.588043,WGS 84,Bearing: 116 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.38)-182,05 Jan 2020,11:21:38,60,47.555576,-122.250690 ,±52ft,37.718555,WGS 84,Bearing: 60 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.21.47)-145,05 Jan 2020,11:21:47,52,47.555609,-122.250643 ,±52ft,37.728188,WGS 84,Bearing: 52 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.05)-97,05 Jan 2020,11:22:5,2,47.555653,-122.250574 ,±52ft,37.541382,WGS 84,Bearing: 2 N,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.10)-259,05 Jan 2020,11:22:10,323,47.555630,-122.250518 ,±52ft,37.584332,WGS 84,Bearing: 323 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.13)-128,05 Jan 2020,11:22:13,36,47.555640,-122.250491 ,±52ft,37.259129,WGS 84,Bearing: 36 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.17)-262,05 Jan 2020,11:22:17,39,47.555655,-122.250462 ,±52ft,36.820534,WGS 84,Bearing: 39 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.20)-171,05 Jan 2020,11:22:20,330,47.555655,-122.250432 ,±52ft,36.616119,WGS 84,Bearing: 330 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.27)-19,05 Jan 2020,11:22:27,248,47.555656,-122.250460 ,±52ft,36.616447,WGS 84,Bearing: 248 SW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.31)-117,05 Jan 2020,11:22:31,307,47.555660,-122.250455 ,±52ft,36.784267,WGS 84,Bearing: 307 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.34)-1,05 Jan 2020,11:22:34,345,47.555663,-122.250441 ,±52ft,36.670361,WGS 84,Bearing: 345 N,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.38)-34,05 Jan 2020,11:22:38,72,47.555664,-122.250427 ,±52ft,36.262283,WGS 84,Bearing: 72 E,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.44)-60,05 Jan 2020,11:22:44,58,47.555684,-122.250419 ,±52ft,36.176117,WGS 84,Bearing: 58 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.47)-104,05 Jan 2020,11:22:47,113,47.555658,-122.250432 ,±52ft,36.452759,WGS 84,Bearing: 113 E,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.51)-269,05 Jan 2020,11:22:51,28,47.555655,-122.250423 ,±52ft,36.577175,WGS 84,Bearing: 28 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.22.55)-51,05 Jan 2020,11:22:55,94,47.555625,-122.250403 ,±52ft,36.500710,WGS 84,Bearing: 94 E,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.00)-191,05 Jan 2020,11:23:0,305,47.555603,-122.250401 ,±52ft,36.613811,WGS 84,Bearing: 305 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.06)-11,05 Jan 2020,11:23:6,267,47.555625,-122.250394 ,±52ft,36.513474,WGS 84,Bearing: 267 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.10)-211,05 Jan 2020,11:23:10,56,47.555647,-122.250387 ,±52ft,36.452866,WGS 84,Bearing: 56 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.14)-213,05 Jan 2020,11:23:14,31,47.555645,-122.250390 ,±52ft,36.246063,WGS 84,Bearing: 31 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.22)-36,05 Jan 2020,11:23:22,269,47.555657,-122.250379 ,±52ft,36.063816,WGS 84,Bearing: 269 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.26)-236,05 Jan 2020,11:23:26,309,47.555660,-122.250379 ,±52ft,36.047905,WGS 84,Bearing: 309 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.29)-234,05 Jan 2020,11:23:29,330,47.555658,-122.250373 ,±52ft,35.999763,WGS 84,Bearing: 330 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.33)-225,05 Jan 2020,11:23:33,38,47.555662,-122.250366 ,±52ft,35.932392,WGS 84,Bearing: 38 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.38)-224,05 Jan 2020,11:23:38,270,47.555662,-122.250413 ,±52ft,36.278404,WGS 84,Bearing: 270 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.43)-187,05 Jan 2020,11:23:43,298,47.555667,-122.250435 ,±52ft,36.455383,WGS 84,Bearing: 298 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.47)-110,05 Jan 2020,11:23:47,188,47.555674,-122.250435 ,±52ft,36.393925,WGS 84,Bearing: 188 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.54)-157,05 Jan 2020,11:23:54,327,47.555690,-122.250464 ,±52ft,36.573143,WGS 84,Bearing: 327 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.23.59)-219,05 Jan 2020,11:23:59,286,47.555667,-122.250463 ,±52ft,36.588158,WGS 84,Bearing: 286 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.08)-152,05 Jan 2020,11:24:8,147,47.555663,-122.250486 ,±52ft,36.855453,WGS 84,Bearing: 147 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.13)-67,05 Jan 2020,11:24:13,154,47.555663,-122.250493 ,±52ft,37.005043,WGS 84,Bearing: 154 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.16)-116,05 Jan 2020,11:24:16,193,47.555686,-122.250529 ,±52ft,37.096516,WGS 84,Bearing: 193 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.20)-54,05 Jan 2020,11:24:20,282,47.555676,-122.250546 ,±52ft,37.327095,WGS 84,Bearing: 282 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.26)-62,05 Jan 2020,11:24:26,263,47.555696,-122.250567 ,±52ft,37.361778,WGS 84,Bearing: 263 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.30)-226,05 Jan 2020,11:24:30,277,47.555714,-122.250538 ,±52ft,37.190018,WGS 84,Bearing: 277 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.35)-73,05 Jan 2020,11:24:35,219,47.555712,-122.250552 ,±52ft,37.110046,WGS 84,Bearing: 219 SW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.39)-249,05 Jan 2020,11:24:39,251,47.555725,-122.250550 ,±52ft,37.056187,WGS 84,Bearing: 251 W,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.43)-217,05 Jan 2020,11:24:43,297,47.555730,-122.250542 ,±52ft,36.994286,WGS 84,Bearing: 297 NW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.54)-81,05 Jan 2020,11:24:54,200,47.555712,-122.250517 ,±52ft,36.822102,WGS 84,Bearing: 200 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.24.58)-32,05 Jan 2020,11:24:58,113,47.555715,-122.250519 ,±52ft,36.811588,WGS 84,Bearing: 113 E,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.03)-84,05 Jan 2020,11:25:3,217,47.555723,-122.250525 ,±52ft,36.884007,WGS 84,Bearing: 217 SW,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.07)-55,05 Jan 2020,11:25:7,178,47.555727,-122.250540 ,±52ft,36.799919,WGS 84,Bearing: 178 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.12)-266,05 Jan 2020,11:25:12,166,47.555725,-122.250573 ,±52ft,37.088955,WGS 84,Bearing: 166 S,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.17)-24,05 Jan 2020,11:25:17,156,47.555725,-122.250599 ,±52ft,37.087952,WGS 84,Bearing: 156 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.21)-95,05 Jan 2020,11:25:21,59,47.555725,-122.250620 ,±52ft,37.132175,WGS 84,Bearing: 59 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.28)-10,05 Jan 2020,11:25:28,35,47.555717,-122.250584 ,±52ft,37.141724,WGS 84,Bearing: 35 NE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.31)-149,05 Jan 2020,11:25:31,126,47.555717,-122.250566 ,±52ft,37.116016,WGS 84,Bearing: 126 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.35)-25,05 Jan 2020,11:25:35,125,47.555692,-122.250563 ,±52ft,37.257805,WGS 84,Bearing: 125 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.39)-233,05 Jan 2020,11:25:39,116,47.555629,-122.250585 ,±52ft,37.592373,WGS 84,Bearing: 116 SE,,,Your Watermark - See Settings
Solocator (2020-01-05 11.25.45)-37,05 Jan 2020,11:25:45,68,47.555584,-122.250586 ,±52ft,37.958214,WGS 84,Bearing: 68 E,,,Your Watermark - See Settings
